id,idx,level,power,nextLevelAddPower,costCoin,costPiece,attrToType1,attrToValue1,attrToType2,attrToValue2,attrToType3,attrToValue3,attrToType4,attrToValue4,attrToType5,attrToValue5,toMax,attrType1,attrValue1,attrType2,attrValue2,attrType3,attrValue3,attrType4,attrValue4,attrType5,attrValue5
11005,11,5,63,14,3280,164,4,24,5,21,6,24,,,,,104580,4,5,5,5,6,5,,,,
11006,11,6,77,15,3600,180,4,29,5,26,6,29,,,,,104416,4,6,5,5,6,5,,,,
11007,11,7,92,15,3920,196,4,35,5,31,6,34,,,,,104236,4,5,5,6,6,5,,,,
11008,11,8,107,15,4240,212,4,40,5,37,6,39,,,,,104040,4,6,5,5,6,5,,,,
11009,11,9,122,16,4560,228,4,46,5,42,6,44,,,,,103828,4,7,5,6,6,6,,,,
11010,11,10,140,16,4880,244,4,53,5,48,6,50,,,,,103600,4,6,5,5,6,5,,,,
11011,11,11,154,18,5200,260,4,59,5,53,6,55,,,,,103356,4,7,5,7,6,6,,,,
11012,11,12,173,18,5520,276,4,66,5,60,6,61,,,,,103096,4,6,5,6,6,5,,,,
11013,11,13,189,18,5840,292,4,72,5,66,6,66,,,,,102820,4,8,5,6,6,6,,,,
11014,11,14,207,19,6160,308,4,80,5,72,6,72,,,,,102528,4,7,5,7,6,6,,,,
11015,11,15,226,20,6480,324,4,87,5,79,6,78,,,,,102220,4,7,5,7,6,6,,,,
11016,11,16,245,20,6800,340,4,94,5,86,6,84,,,,,101896,4,8,5,7,6,6,,,,
11017,11,17,264,20,7120,356,4,102,5,93,6,90,,,,,101556,4,8,5,7,6,6,,,,
11018,11,18,284,20,7440,372,4,110,5,100,6,96,,,,,101200,4,8,5,7,6,6,,,,
11019,11,19,304,21,7760,388,4,118,5,107,6,102,,,,,100828,4,9,5,8,6,6,,,,
11020,11,20,325,22,8080,404,4,127,5,115,6,108,,,,,100440,4,8,5,8,6,6,,,,
11021,11,21,346,22,8400,420,4,135,5,123,6,114,,,,,100036,4,9,5,7,6,7,,,,
11022,11,22,367,22,8720,436,4,144,5,130,6,121,,,,,99616,4,9,5,9,6,6,,,,
11023,11,23,390,22,9040,452,4,153,5,139,6,127,,,,,99180,4,9,5,8,6,7,,,,
11024,11,24,412,23,9360,468,4,162,5,147,6,134,,,,,98728,4,10,5,9,6,7,,,,
11025,11,25,437,24,9680,484,4,172,5,156,6,141,,,,,98260,4,9,5,8,6,7,,,,
11026,11,26,459,24,10000,500,4,181,5,164,6,148,,,,,97776,4,10,5,9,6,7,,,,
11027,11,27,483,24,10320,516,4,191,5,173,6,155,,,,,97276,4,10,5,9,6,7,,,,
11028,11,28,508,24,10640,532,4,201,5,182,6,162,,,,,96760,4,10,5,10,6,7,,,,
11029,11,29,533,26,10960,548,4,211,5,192,6,169,,,,,96228,4,11,5,9,6,7,,,,
11030,11,30,559,26,11280,564,4,222,5,201,6,176,,,,,95680,4,11,5,10,6,7,,,,
11031,11,31,585,26,11600,580,4,233,5,211,6,183,,,,,95116,4,11,5,10,6,7,,,,
11032,11,32,611,26,11920,596,4,244,5,221,6,190,,,,,94536,4,11,5,10,6,8,,,,
11033,11,33,638,27,12240,612,4,255,5,231,6,198,,,,,93940,4,11,5,10,6,7,,,,
11034,11,34,665,29,12560,628,4,266,5,241,6,205,,,,,93328,4,12,5,11,6,8,,,,
11035,11,35,694,29,12880,644,4,278,5,252,6,213,,,,,92700,4,11,5,11,6,8,,,,
11036,11,36,722,29,13200,660,4,289,5,263,6,221,,,,,92056,4,12,5,10,6,8,,,,
11037,11,37,750,29,13520,676,4,301,5,273,6,229,,,,,91396,4,13,5,12,6,7,,,,
11038,11,38,781,29,13840,692,4,314,5,285,6,236,,,,,90720,4,12,5,11,6,8,,,,
11039,11,39,810,30,14160,708,4,326,5,296,6,244,,,,,90028,4,13,5,11,6,9,,,,
11040,11,40,841,31,14480,724,4,339,5,307,6,253,,,,,89320,4,13,5,12,6,8,,,,
11041,11,41,872,31,14800,740,4,352,5,319,6,261,,,,,88596,4,13,5,12,6,8,,,,
11042,11,42,903,31,15120,756,4,365,5,331,6,269,,,,,87856,4,13,5,12,6,8,,,,
11043,11,43,934,32,15440,772,4,378,5,343,6,277,,,,,87100,4,14,5,12,6,9,,,,
11044,11,44,967,33,15760,788,4,392,5,355,6,286,,,,,86328,4,13,5,13,6,8,,,,
11045,11,45,999,34,16080,804,4,405,5,368,6,294,,,,,85540,4,14,5,12,6,9,,,,
11046,11,46,1032,34,16400,820,4,419,5,380,6,303,,,,,84736,4,14,5,13,6,9,,,,
11047,11,47,1066,34,16720,836,4,433,5,393,6,312,,,,,83916,4,15,5,13,6,9,,,,
11048,11,48,1101,35,17040,852,4,448,5,406,6,321,,,,,83080,4,14,5,13,6,8,,,,
11049,11,49,1134,35,17360,868,4,462,5,419,6,329,,,,,82228,4,15,5,14,6,9,,,,
11050,11,50,1170,36,17680,884,4,477,5,433,6,338,,,,,81360,4,15,5,13,6,10,,,,
11051,11,51,1206,36,18000,900,4,492,5,446,6,348,,,,,80476,4,15,5,14,6,9,,,,
11052,11,52,1242,36,18320,916,4,507,5,460,6,357,,,,,79576,4,16,5,14,6,9,,,,
11053,11,53,1279,37,18640,932,4,523,5,474,6,366,,,,,78660,4,15,5,14,6,9,,,,
11054,11,54,1315,37,18960,948,4,538,5,488,6,375,,,,,77728,4,16,5,15,6,10,,,,
11055,11,55,1353,39,19280,964,4,554,5,503,6,385,,,,,76780,4,16,5,14,6,9,,,,
11056,11,56,1390,39,19600,980,4,570,5,517,6,394,,,,,75816,4,17,5,15,6,10,,,,
11057,11,57,1430,40,19920,996,4,587,5,532,6,404,,,,,74836,4,16,5,15,6,10,,,,
11058,11,58,1469,40,20240,1012,4,603,5,547,6,414,,,,,73840,4,17,5,15,6,9,,,,
11059,11,59,1508,40,20560,1028,4,620,5,562,6,423,,,,,72828,4,17,5,16,6,10,,,,
11060,11,60,1548,41,20880,1044,4,637,5,578,6,433,,,,,71800,4,17,5,15,6,10,,,,
11061,11,61,1588,41,21200,1060,4,654,5,593,6,443,,,,,70756,4,17,5,16,6,10,,,,
11062,11,62,1629,42,21520,1076,4,671,5,609,6,453,,,,,69696,4,18,5,16,6,11,,,,
11063,11,63,1671,42,21840,1092,4,689,5,625,6,464,,,,,68620,4,18,5,16,6,10,,,,
11064,11,64,1713,42,22160,1108,4,707,5,641,6,474,,,,,67528,4,18,5,16,6,10,,,,
11065,11,65,1755,43,22480,1124,4,725,5,657,6,484,,,,,66420,4,18,5,17,6,11,,,,
11066,11,66,1798,43,22800,1140,4,743,5,674,6,495,,,,,65296,4,18,5,17,6,10,,,,
11067,11,67,1841,44,23120,1156,4,761,5,691,6,505,,,,,64156,4,19,5,16,6,11,,,,
11068,11,68,1884,44,23440,1172,4,780,5,707,6,516,,,,,63000,4,19,5,18,6,11,,,,
11069,11,69,1930,44,23760,1188,4,799,5,725,6,527,,,,,61828,4,19,5,17,6,10,,,,
11070,11,70,1973,45,24080,1204,4,818,5,742,6,537,,,,,60640,4,19,5,17,6,11,,,,
11071,11,71,2018,46,24400,1220,4,837,5,759,6,548,,,,,59436,4,20,5,18,6,11,,,,
11072,11,72,2064,46,24720,1236,4,857,5,777,6,559,,,,,58216,4,20,5,18,6,11,,,,
11073,11,73,2111,46,25040,1252,4,877,5,795,6,570,,,,,56980,4,19,5,18,6,12,,,,
11074,11,74,2157,46,25360,1268,4,896,5,813,6,582,,,,,55728,4,21,5,18,6,11,,,,
11075,11,75,2205,46,25680,1284,4,917,5,831,6,593,,,,,54460,4,20,5,19,6,11,,,,
11076,11,76,2252,48,26000,1300,4,937,5,850,6,604,,,,,53176,4,21,5,19,6,12,,,,
11077,11,77,2301,49,26320,1316,4,958,5,869,6,616,,,,,51876,4,20,5,18,6,11,,,,
11078,11,78,2348,49,26640,1332,4,978,5,887,6,627,,,,,50560,4,21,5,19,6,12,,,,
11079,11,79,2397,49,26960,1348,4,999,5,906,6,639,,,,,49228,4,22,5,20,6,11,,,,
11080,11,80,2448,49,27280,1364,4,1021,5,926,6,650,,,,,47880,4,21,5,19,6,12,,,,
11081,11,81,2497,51,27600,1380,4,1042,5,945,6,662,,,,,46516,4,22,5,20,6,12,,,,
11082,11,82,2548,51,27920,1396,4,1064,5,965,6,674,,,,,45136,4,22,5,20,6,12,,,,
11083,11,83,2599,51,28240,1412,4,1086,5,985,6,686,,,,,43740,4,22,5,20,6,12,,,,
11084,11,84,2650,51,28560,1428,4,1108,5,1005,6,698,,,,,42328,4,22,5,20,6,12,,,,
11085,11,85,2702,52,28880,1444,4,1130,5,1025,6,710,,,,,40900,4,22,5,20,6,13,,,,
11086,11,86,2754,53,29200,1460,4,1152,5,1045,6,723,,,,,39456,4,23,5,21,6,12,,,,
11087,11,87,2807,53,29520,1476,4,1175,5,1066,6,735,,,,,37996,4,23,5,21,6,13,,,,
11088,11,88,2861,54,29840,1492,4,1198,5,1087,6,748,,,,,36520,4,23,5,21,6,12,,,,
11089,11,89,2914,54,30160,1508,4,1221,5,1108,6,760,,,,,35028,4,24,5,21,6,13,,,,
11090,11,90,2969,55,30480,1524,4,1245,5,1129,6,773,,,,,33520,4,23,5,21,6,12,,,,
11091,11,91,3022,56,30800,1540,4,1268,5,1150,6,785,,,,,31996,4,24,5,22,6,13,,,,
11092,11,92,3078,56,31120,1556,4,1292,5,1172,6,798,,,,,30456,4,24,5,22,6,13,,,,
11093,11,93,3134,56,31440,1572,4,1316,5,1194,6,811,,,,,28900,4,24,5,22,6,13,,,,
11094,11,94,3190,56,31760,1588,4,1340,5,1216,6,824,,,,,27328,4,25,5,22,6,13,,,,
11095,11,95,3247,57,32080,1604,4,1365,5,1238,6,837,,,,,25740,4,24,5,22,6,13,,,,
11096,11,96,3304,58,32400,1620,4,1389,5,1260,6,850,,,,,24136,4,25,5,23,6,14,,,,
11097,11,97,3362,58,32720,1636,4,1414,5,1283,6,864,,,,,22516,4,25,5,22,6,13,,,,
11098,11,98,3419,58,33040,1652,4,1439,5,1305,6,877,,,,,20880,4,26,5,23,6,13,,,,
11099,11,99,3478,60,33360,1668,4,1465,5,1328,6,890,,,,,19228,4,25,5,24,6,14,,,,
11100,11,100,3538,60,33680,1684,4,1490,5,1352,6,904,,,,,17560,4,26,5,23,6,14,,,,
11101,11,101,3598,61,34000,1700,4,1516,5,1375,6,918,,,,,15876,4,26,5,23,6,13,,,,
11102,11,102,3657,61,34320,1716,4,1542,5,1398,6,931,,,,,14176,4,26,5,24,6,14,,,,
11103,11,103,3718,61,34640,1732,4,1568,5,1422,6,945,,,,,12460,4,26,5,24,6,14,,,,
11104,11,104,3778,62,34960,1748,4,1594,5,1446,6,959,,,,,10728,4,27,5,24,6,14,,,,
11105,11,105,3840,62,35280,1764,4,1621,5,1470,6,973,,,,,8980,4,27,5,25,6,14,,,,
11106,11,106,3903,63,35600,1780,4,1648,5,1495,6,987,,,,,7216,4,27,5,24,6,14,,,,
11107,11,107,3965,63,35920,1796,4,1675,5,1519,6,1001,,,,,5436,4,27,5,25,6,15,,,,
11108,11,108,4028,63,36240,1812,4,1702,5,1544,6,1016,,,,,3640,4,27,5,25,6,14,,,,
11109,11,109,4091,64,36560,1828,4,1729,5,1569,6,1030,,,,,1828,4,28,5,25,6,14,,,,
11110,11,110,4155,,,,4,1757,5,1594,6,1044,,,,,0,,,,,,,,,,
12000,12,0,0,11,1200000,0,,,,,,,,,,,117215,,,,,,,,,,
12001,12,1,11,12,2500,100,4,4,5,4,7,4,,,,,117215,4,5,5,4,7,5,,,,
12002,12,2,24,12,2875,115,4,9,5,8,7,9,,,,,117115,4,5,5,4,7,4,,,,
12003,12,3,36,13,3250,130,4,14,5,12,7,13,,,,,117000,4,4,5,5,7,5,,,,
12004,12,4,49,14,3625,145,4,18,5,17,7,18,,,,,116870,4,6,5,4,7,4,,,,
12005,12,5,62,14,4000,160,4,24,5,21,7,22,,,,,116725,4,5,5,5,7,5,,,,
12006,12,6,76,15,4375,175,4,29,5,26,7,27,,,,,116565,4,6,5,5,7,5,,,,
12007,12,7,91,15,4750,190,4,35,5,31,7,32,,,,,116390,4,5,5,6,7,5,,,,
12008,12,8,105,15,5125,205,4,40,5,37,7,37,,,,,116200,4,6,5,5,7,5,,,,
12009,12,9,120,16,5500,220,4,46,5,42,7,42,,,,,115995,4,7,5,6,7,5,,,,
12010,12,10,137,16,5875,235,4,53,5,48,7,47,,,,,115775,4,6,5,5,7,5,,,,
12011,12,11,152,17,6250,250,4,59,5,53,7,52,,,,,115540,4,7,5,7,7,6,,,,
12012,12,12,171,17,6625,265,4,66,5,60,7,58,,,,,115290,4,6,5,6,7,5,,,,
12013,12,13,187,17,7000,280,4,72,5,66,7,63,,,,,115025,4,8,5,6,7,5,,,,
12014,12,14,204,19,7375,295,4,80,5,72,7,68,,,,,114745,4,7,5,7,7,6,,,,
12015,12,15,223,20,7750,310,4,87,5,79,7,74,,,,,114450,4,7,5,7,7,5,,,,
12016,12,16,241,20,8125,325,4,94,5,86,7,79,,,,,114140,4,8,5,7,7,6,,,,
12017,12,17,260,20,8500,340,4,102,5,93,7,85,,,,,113815,4,8,5,7,7,6,,,,
12018,12,18,280,20,8875,355,4,110,5,100,7,91,,,,,113475,4,8,5,7,7,6,,,,
12019,12,19,300,21,9250,370,4,118,5,107,7,97,,,,,113120,4,9,5,8,7,6,,,,
12020,12,20,321,22,9625,385,4,127,5,115,7,103,,,,,112750,4,8,5,8,7,6,,,,
12021,12,21,342,22,10000,400,4,135,5,123,7,109,,,,,112365,4,9,5,7,7,6,,,,
12022,12,22,363,22,10375,415,4,144,5,130,7,115,,,,,111965,4,9,5,9,7,6,,,,
12023,12,23,385,22,10750,430,4,153,5,139,7,121,,,,,111550,4,9,5,8,7,6,,,,
12024,12,24,407,23,11125,445,4,162,5,147,7,127,,,,,111120,4,10,5,9,7,7,,,,
12025,12,25,431,24,11500,460,4,172,5,156,7,134,,,,,110675,4,9,5,8,7,6,,,,
12026,12,26,453,24,11875,475,4,181,5,164,7,140,,,,,110215,4,10,5,9,7,7,,,,
12027,12,27,477,24,12250,490,4,191,5,173,7,147,,,,,109740,4,10,5,9,7,7,,,,
12028,12,28,502,24,12625,505,4,201,5,182,7,154,,,,,109250,4,10,5,10,7,6,,,,
12029,12,29,526,26,13000,520,4,211,5,192,7,160,,,,,108745,4,11,5,9,7,7,,,,
12030,12,30,552,26,13375,535,4,222,5,201,7,167,,,,,108225,4,11,5,10,7,7,,,,
12031,12,31,578,26,13750,550,4,233,5,211,7,174,,,,,107690,4,11,5,10,7,7,,,,
12032,12,32,604,26,14125,565,4,244,5,221,7,181,,,,,107140,4,11,5,10,7,7,,,,
12033,12,33,631,26,14500,580,4,255,5,231,7,188,,,,,106575,4,11,5,10,7,7,,,,
12034,12,34,657,28,14875,595,4,266,5,241,7,195,,,,,105995,4,12,5,11,7,7,,,,
12035,12,35,686,28,15250,610,4,278,5,252,7,202,,,,,105400,4,11,5,11,7,8,,,,
12036,12,36,714,28,15625,625,4,289,5,263,7,210,,,,,104790,4,12,5,10,7,7,,,,
12037,12,37,741,29,16000,640,4,301,5,273,7,217,,,,,104165,4,13,5,12,7,8,,,,
12038,12,38,772,29,16375,655,4,314,5,285,7,225,,,,,103525,4,12,5,11,7,7,,,,
12039,12,39,801,30,16750,670,4,326,5,296,7,232,,,,,102870,4,13,5,11,7,8,,,,
12040,12,40,831,31,17125,685,4,339,5,307,7,240,,,,,102200,4,13,5,12,7,8,,,,
12041,12,41,862,31,17500,700,4,352,5,319,7,248,,,,,101515,4,13,5,12,7,8,,,,
12042,12,42,893,31,17875,715,4,365,5,331,7,256,,,,,100815,4,13,5,12,7,8,,,,
12043,12,43,924,32,18250,730,4,378,5,343,7,264,,,,,100100,4,14,5,12,7,8,,,,
12044,12,44,956,32,18625,745,4,392,5,355,7,272,,,,,99370,4,13,5,13,7,8,,,,
12045,12,45,989,33,19000,760,4,405,5,368,7,280,,,,,98625,4,14,5,12,7,8,,,,
12046,12,46,1021,33,19375,775,4,419,5,380,7,288,,,,,97865,4,14,5,13,7,8,,,,
12047,12,47,1054,33,19750,790,4,433,5,393,7,296,,,,,97090,4,15,5,13,7,9,,,,
12048,12,48,1089,34,20125,805,4,448,5,406,7,305,,,,,96300,4,14,5,13,7,8,,,,
12049,12,49,1122,35,20500,820,4,462,5,419,7,313,,,,,95495,4,15,5,14,7,9,,,,
12050,12,50,1158,36,20875,835,4,477,5,433,7,322,,,,,94675,4,15,5,13,7,8,,,,
12051,12,51,1192,36,21250,850,4,492,5,446,7,330,,,,,93840,4,15,5,14,7,9,,,,
12052,12,52,1228,36,21625,865,4,507,5,460,7,339,,,,,92990,4,16,5,14,7,9,,,,
12053,12,53,1265,37,22000,880,4,523,5,474,7,348,,,,,92125,4,15,5,14,7,9,,,,
12054,12,54,1301,37,22375,895,4,538,5,488,7,357,,,,,91245,4,16,5,15,7,9,,,,
12055,12,55,1339,38,22750,910,4,554,5,503,7,366,,,,,90350,4,16,5,14,7,9,,,,
12056,12,56,1376,38,23125,925,4,570,5,517,7,375,,,,,89440,4,17,5,15,7,9,,,,
12057,12,57,1415,39,23500,940,4,587,5,532,7,384,,,,,88515,4,16,5,15,7,9,,,,
12058,12,58,1453,39,23875,955,4,603,5,547,7,393,,,,,87575,4,17,5,15,7,9,,,,
12059,12,59,1492,39,24250,970,4,620,5,562,7,402,,,,,86620,4,17,5,16,7,10,,,,
12060,12,60,1532,40,24625,985,4,637,5,578,7,412,,,,,85650,4,17,5,15,7,9,,,,
12061,12,61,1571,41,25000,1000,4,654,5,593,7,421,,,,,84665,4,17,5,16,7,10,,,,
12062,12,62,1612,42,25375,1015,4,671,5,609,7,431,,,,,83665,4,18,5,16,7,10,,,,
12063,12,63,1654,42,25750,1030,4,689,5,625,7,441,,,,,82650,4,18,5,16,7,9,,,,
12064,12,64,1695,42,26125,1045,4,707,5,641,7,450,,,,,81620,4,18,5,16,7,10,,,,
12065,12,65,1736,43,26500,1060,4,725,5,657,7,460,,,,,80575,4,18,5,17,7,10,,,,
12066,12,66,1779,43,26875,1075,4,743,5,674,7,470,,,,,79515,4,18,5,17,7,10,,,,
12067,12,67,1822,44,27250,1090,4,761,5,691,7,480,,,,,78440,4,19,5,16,7,10,,,,
12068,12,68,1864,44,27625,1105,4,780,5,707,7,490,,,,,77350,4,19,5,18,7,10,,,,
12069,12,69,1909,44,28000,1120,4,799,5,725,7,500,,,,,76245,4,19,5,17,7,11,,,,
12070,12,70,1953,45,28375,1135,4,818,5,742,7,511,,,,,75125,4,19,5,17,7,10,,,,
12071,12,71,1997,46,28750,1150,4,837,5,759,7,521,,,,,73990,4,20,5,18,7,11,,,,
12072,12,72,2044,46,29125,1165,4,857,5,777,7,532,,,,,72840,4,20,5,18,7,10,,,,
12073,12,73,2089,46,29500,1180,4,877,5,795,7,542,,,,,71675,4,19,5,18,7,11,,,,
12074,12,74,2135,46,29875,1195,4,896,5,813,7,553,,,,,70495,4,21,5,18,7,10,,,,
12075,12,75,2182,46,30250,1210,4,917,5,831,7,563,,,,,69300,4,20,5,19,7,11,,,,
12076,12,76,2229,48,30625,1225,4,937,5,850,7,574,,,,,68090,4,21,5,19,7,11,,,,
12077,12,77,2277,48,31000,1240,4,958,5,869,7,585,,,,,66865,4,20,5,18,7,11,,,,
12078,12,78,2324,48,31375,1255,4,978,5,887,7,596,,,,,65625,4,21,5,19,7,11,,,,
12079,12,79,2372,48,31750,1270,4,999,5,906,7,607,,,,,64370,4,22,5,20,7,11,,,,
12080,12,80,2423,48,32125,1285,4,1021,5,926,7,618,,,,,63100,4,21,5,19,7,11,,,,
12081,12,81,2471,50,32500,1300,4,1042,5,945,7,629,,,,,61815,4,22,5,20,7,12,,,,
12082,12,82,2523,50,32875,1315,4,1064,5,965,7,641,,,,,60515,4,22,5,20,7,11,,,,
12083,12,83,2573,50,33250,1330,4,1086,5,985,7,652,,,,,59200,4,22,5,20,7,12,,,,
12084,12,84,2624,51,33625,1345,4,1108,5,1005,7,664,,,,,57870,4,22,5,20,7,11,,,,
12085,12,85,2675,52,34000,1360,4,1130,5,1025,7,675,,,,,56525,4,22,5,20,7,12,,,,
12086,12,86,2726,53,34375,1375,4,1152,5,1045,7,687,,,,,55165,4,23,5,21,7,12,,,,
12087,12,87,2779,53,34750,1390,4,1175,5,1066,7,699,,,,,53790,4,23,5,21,7,11,,,,
12088,12,88,2832,53,35125,1405,4,1198,5,1087,7,710,,,,,52400,4,23,5,21,7,12,,,,
12089,12,89,2885,53,35500,1420,4,1221,5,1108,7,722,,,,,50995,4,24,5,21,7,12,,,,
12090,12,90,2939,54,35875,1435,4,1245,5,1129,7,734,,,,,49575,4,23,5,21,7,13,,,,
12091,12,91,2993,55,36250,1450,4,1268,5,1150,7,747,,,,,48140,4,24,5,22,7,12,,,,
12092,12,92,3048,55,36625,1465,4,1292,5,1172,7,759,,,,,46690,4,24,5,22,7,12,,,,
12093,12,93,3104,55,37000,1480,4,1316,5,1194,7,771,,,,,45225,4,24,5,22,7,12,,,,
12094,12,94,3159,55,37375,1495,4,1340,5,1216,7,783,,,,,43745,4,25,5,22,7,13,,,,
12095,12,95,3216,57,37750,1510,4,1365,5,1238,7,796,,,,,42250,4,24,5,22,7,12,,,,
12096,12,96,3271,58,38125,1525,4,1389,5,1260,7,808,,,,,40740,4,25,5,23,7,13,,,,
12097,12,97,3329,58,38500,1540,4,1414,5,1283,7,821,,,,,39215,4,25,5,22,7,13,,,,
12098,12,98,3386,58,38875,1555,4,1439,5,1305,7,834,,,,,37675,4,26,5,23,7,12,,,,
12099,12,99,3444,59,39250,1570,4,1465,5,1328,7,846,,,,,36120,4,25,5,24,7,13,,,,
12100,12,100,3503,59,39625,1585,4,1490,5,1352,7,859,,,,,34550,4,26,5,23,7,13,,,,
12101,12,101,3562,60,40000,1600,4,1516,5,1375,7,872,,,,,32965,4,26,5,23,7,13,,,,
12102,12,102,3621,60,40375,1615,4,1542,5,1398,7,885,,,,,31365,4,26,5,24,7,13,,,,
12103,12,103,3681,60,40750,1630,4,1568,5,1422,7,898,,,,,29750,4,26,5,24,7,14,,,,
12104,12,104,3742,61,41125,1645,4,1594,5,1446,7,912,,,,,28120,4,27,5,24,7,13,,,,
12105,12,105,3803,61,41500,1660,4,1621,5,1470,7,925,,,,,26475,4,27,5,25,7,13,,,,
12106,12,106,3865,62,41875,1675,4,1648,5,1495,7,938,,,,,24815,4,27,5,24,7,14,,,,
12107,12,107,3927,63,42250,1690,4,1675,5,1519,7,952,,,,,23140,4,27,5,25,7,13,,,,
12108,12,108,3989,63,42625,1705,4,1702,5,1544,7,965,,,,,21450,4,27,5,25,7,14,,,,
12109,12,109,4052,64,43000,1720,4,1729,5,1569,7,979,,,,,19745,4,28,5,25,7,14,,,,
12110,12,110,4116,64,43375,1735,4,1757,5,1594,7,993,,,,,18025,4,28,5,25,7,13,,,,
12111,12,111,4179,64,43750,1750,4,1785,5,1619,7,1006,,,,,16290,4,28,5,25,7,14,,,,
12112,12,112,4242,65,44125,1765,4,1813,5,1644,7,1020,,,,,14540,4,28,5,26,7,14,,,,
12113,12,113,4307,66,44500,1780,4,1841,5,1670,7,1034,,,,,12775,4,29,5,26,7,14,,,,
12114,12,114,4373,66,44875,1795,4,1870,5,1696,7,1048,,,,,10995,4,29,5,26,7,15,,,,
12115,12,115,4440,66,45250,1810,4,1899,5,1722,7,1063,,,,,9200,4,29,5,26,7,14,,,,
12116,12,116,4505,66,45625,1825,4,1928,5,1748,7,1077,,,,,7390,4,29,5,27,7,14,,,,
12117,12,117,4572,67,46000,1840,4,1957,5,1775,7,1091,,,,,5565,4,29,5,26,7,15,,,,
12118,12,118,4639,69,46375,1855,4,1986,5,1801,7,1106,,,,,3725,4,30,5,27,7,14,,,,
12119,12,119,4706,69,46750,1870,4,2016,5,1828,7,1120,,,,,1870,4,29,5,27,7,15,,,,
12120,12,120,4774,,,,4,2045,5,1855,7,1135,,,,,0,,,,,,,,,,
