itemId,res,levelRequire,equipType,equipPos,quality,equipHole,maxStar,effect,equipSet,materialExp,resID,staticAttrType1,staticAttrValMin1,staticAttrValMax1,staticAttrType2,staticAttrValMin2,staticAttrValMax2,staticAttrType3,staticAttrValMin3,staticAttrValMax3,randomRuleId1,randomRuleId2,randomRuleId3,randomRuleId4,randomRuleId5,refreshcoin,refreshstone
10401209,513,40,3,7,2,2,2,,40122,130,513,2,1286,1930,0,0,0,0,0,0,402,401,,,,,
10401210,514,40,3,8,2,2,2,,40122,130,514,3,1286,1930,0,0,0,0,0,0,402,401,,,,,
10401211,515,40,3,7,2,2,2,,40123,130,515,11,1,2,0,0,0,0,0,0,402,401,,,,,
10401212,516,40,3,8,2,2,2,,40123,130,516,16,1,16,0,0,0,0,0,0,402,401,,,,,
10401213,517,40,3,7,2,2,2,,40124,130,517,9,16,37,0,0,0,0,0,0,402,401,,,,,
10401214,518,40,3,8,2,2,2,,40124,130,518,10,16,37,0,0,0,0,0,0,402,401,,,,,
10401301,519,40,1,1,3,3,3,,,190,519,4,535,802,6,535,802,0,0,0,403,401,,,,1072,10
10401302,520,40,1,1,3,3,3,,,190,520,4,535,802,6,535,802,0,0,0,403,401,,,,1072,10
10401303,521,40,1,1,3,3,3,,,190,521,4,535,802,6,535,802,0,0,0,403,401,,,,1072,10
10401304,522,40,2,2,3,3,3,,40131,190,522,1,16123,24184,0,0,0,0,0,0,403,401,,,,355,3
10401305,523,40,2,3,3,3,3,,40131,190,523,5,374,558,0,0,0,0,0,0,403,401,,,,355,3
10401306,524,40,2,4,3,3,3,,40131,190,524,27,535,1072,29,535,1072,30,535,1072,403,401,,,,355,3
10401307,525,40,2,5,3,3,3,,40131,190,525,7,374,558,0,0,0,0,0,0,403,401,,,,355,3
10401308,526,40,2,6,3,3,3,,40131,190,526,13,1,51,0,0,0,0,0,0,403,401,,,,355,3
10401309,527,40,3,7,3,3,3,,40132,190,527,2,1609,2415,0,0,0,0,0,0,403,401,,,,714,7
10401310,528,40,3,8,3,3,3,,40132,190,528,3,1609,2415,0,0,0,0,0,0,403,401,,,,714,7
10401311,529,40,3,7,3,3,3,,40133,190,529,11,1,3,0,0,0,0,0,0,403,401,,,,714,7
10401312,530,40,3,8,3,3,3,,40133,190,530,16,1,19,0,0,0,0,0,0,403,401,,,,714,7
10401313,531,40,3,7,3,3,3,,40134,190,531,9,19,51,0,0,0,0,0,0,403,401,,,,714,7
10401314,532,40,3,8,3,3,3,,40134,190,532,10,19,51,0,0,0,0,0,0,403,401,,,,714,7
10401401,533,40,1,1,4,4,4,,,250,533,4,714,1072,6,714,1072,0,0,0,404,402,,,,1072,10
10401402,534,40,1,1,4,4,4,,,250,534,4,714,1072,6,714,1072,0,0,0,404,402,,,,1072,10
10401403,535,40,1,1,4,4,4,,,250,535,4,714,1072,6,714,1072,0,0,0,404,402,,,,1072,10
10401404,536,40,2,2,4,4,4,,40141,250,536,1,21496,32246,0,0,0,0,0,0,404,402,,,,355,3
10401405,537,40,2,3,4,4,4,,40141,250,537,5,498,748,0,0,0,0,0,0,404,402,,,,355,3
10401406,538,40,2,4,4,4,4,,40141,250,538,27,714,1430,29,714,1430,30,714,1430,404,402,,,,355,3
10401407,539,40,2,5,4,4,4,,40141,250,539,7,498,748,0,0,0,0,0,0,404,402,,,,355,3
10401408,540,40,2,6,4,4,4,,40141,250,540,13,2,66,0,0,0,0,0,0,404,402,,,,355,3
10401409,541,40,3,7,4,4,4,,40142,250,541,2,2146,3223,0,0,0,0,0,0,404,402,,,,714,7
10401410,542,40,3,8,4,4,4,,40142,250,542,3,2146,3223,0,0,0,0,0,0,404,402,,,,714,7
10401411,543,40,3,7,4,4,4,,40143,250,543,11,2,4,0,0,0,0,0,0,404,402,,,,714,7
10401412,544,40,3,8,4,4,4,,40143,250,544,16,2,31,0,0,0,0,0,0,404,402,,,,714,7
10401413,545,40,3,7,4,4,4,,40144,250,545,9,31,66,0,0,0,0,0,0,404,402,,,,714,7
10401414,546,40,3,8,4,4,4,,40144,250,546,10,31,66,0,0,0,0,0,0,404,402,,,,714,7
10401501,547,40,1,1,5,5,5,,,320,547,4,998,1498,6,998,1498,0,0,0,405,403,,,,1072,10
10401502,548,40,1,1,5,5,5,,,320,548,4,998,1498,6,998,1498,0,0,0,405,403,,,,1072,10
10401503,549,40,1,1,5,5,5,,,320,549,4,998,1498,6,998,1498,0,0,0,405,403,,,,1072,10
10401504,550,40,2,2,5,5,5,,40151,320,550,1,30097,45145,0,0,0,0,0,0,405,403,,,,355,3
10401505,551,40,2,3,5,5,5,,40151,320,551,5,699,1047,0,0,0,0,0,0,405,403,,,,355,3
10401506,552,40,2,4,5,5,5,,40151,320,552,27,998,2004,29,998,2004,30,998,2004,405,403,,,,355,3
10401507,553,40,2,5,5,5,5,,40151,320,553,7,699,1047,0,0,0,0,0,0,405,403,,,,355,3
10401508,554,40,2,6,5,5,5,,40151,320,554,13,2,94,0,0,0,0,0,0,405,403,,,,355,3
10401509,555,40,3,7,5,5,5,,40152,320,555,2,3006,4510,0,0,0,0,0,0,405,403,,,,714,7
10401510,556,40,3,8,5,5,5,,40152,320,556,3,3006,4510,0,0,0,0,0,0,405,403,,,,714,7
10401511,557,40,3,7,5,5,5,,40153,320,557,11,2,14,0,0,0,0,0,0,405,403,,,,714,7
10401512,558,40,3,8,5,5,5,,40153,320,558,16,2,44,0,0,0,0,0,0,405,403,,,,714,7
10401513,559,40,3,7,5,5,5,,40154,320,559,9,44,94,0,0,0,0,0,0,405,403,,,,714,7
10401514,560,40,3,8,5,5,5,,40154,320,560,10,44,94,0,0,0,0,0,0,405,403,,,,714,7
10451101,561,45,1,1,1,1,1,,,70,561,4,426,642,6,426,642,0,0,0,,,,,,,
10451102,562,45,1,1,1,1,1,,,70,562,4,426,642,6,426,642,0,0,0,,,,,,,
10451103,563,45,1,1,1,1,1,,,70,563,4,426,642,6,426,642,0,0,0,,,,,,,
10451104,564,45,2,2,1,1,1,,45111,70,564,1,12896,19347,0,0,0,0,0,0,,,,,,,
10451105,565,45,2,3,1,1,1,,45111,70,565,5,296,448,0,0,0,0,0,0,,,,,,,
10451106,566,45,2,4,1,1,1,,45111,70,566,27,426,856,29,426,856,30,426,856,,,,,,,
10451107,567,45,2,5,1,1,1,,45111,70,567,7,296,448,0,0,0,0,0,0,,,,,,,
10451108,568,45,2,6,1,1,1,,45111,70,568,13,1,37,0,0,0,0,0,0,,,,,,,
10451109,569,45,3,7,1,1,1,,45112,70,569,2,1286,1930,0,0,0,0,0,0,,,,,,,
10451110,570,45,3,8,1,1,1,,45112,70,570,3,1286,1930,0,0,0,0,0,0,,,,,,,
10451111,571,45,3,7,1,1,1,,45113,70,571,11,1,2,0,0,0,0,0,0,,,,,,,
10451112,572,45,3,8,1,1,1,,45113,70,572,16,1,16,0,0,0,0,0,0,,,,,,,
10451113,573,45,3,7,1,1,1,,45114,70,573,9,16,37,0,0,0,0,0,0,,,,,,,
10451114,574,45,3,8,1,1,1,,45114,70,574,10,16,37,0,0,0,0,0,0,,,,,,,
10451201,575,45,1,1,2,2,2,,,130,575,4,511,770,6,511,770,0,0,0,452,451,,,,,
10451202,576,45,1,1,2,2,2,,,130,576,4,511,770,6,511,770,0,0,0,452,451,,,,,
10451203,577,45,1,1,2,2,2,,,130,577,4,511,770,6,511,770,0,0,0,452,451,,,,,
10451204,578,45,2,2,2,2,2,,45121,130,578,1,15475,23216,0,0,0,0,0,0,452,451,,,,,
10451205,579,45,2,3,2,2,2,,45121,130,579,5,355,537,0,0,0,0,0,0,452,451,,,,,
10451206,580,45,2,4,2,2,2,,45121,130,580,27,511,1027,29,511,1027,30,511,1027,452,451,,,,,
10451207,581,45,2,5,2,2,2,,45121,130,581,7,355,537,0,0,0,0,0,0,452,451,,,,,
10451208,582,45,2,6,2,2,2,,45121,130,582,13,1,44,0,0,0,0,0,0,452,451,,,,,
10451209,583,45,3,7,2,2,2,,45122,130,583,2,1543,2316,0,0,0,0,0,0,452,451,,,,,
10451210,584,45,3,8,2,2,2,,45122,130,584,3,1543,2316,0,0,0,0,0,0,452,451,,,,,
10451211,585,45,3,7,2,2,2,,45123,130,585,11,1,2,0,0,0,0,0,0,452,451,,,,,
10451212,586,45,3,8,2,2,2,,45123,130,586,16,1,19,0,0,0,0,0,0,452,451,,,,,
10451213,587,45,3,7,2,2,2,,45124,130,587,9,19,44,0,0,0,0,0,0,452,451,,,,,
10451214,588,45,3,8,2,2,2,,45124,130,588,10,19,44,0,0,0,0,0,0,452,451,,,,,
10451301,589,45,1,1,3,3,3,,,200,589,4,642,962,6,642,962,0,0,0,453,451,,,,1286,12
10451302,590,45,1,1,3,3,3,,,200,590,4,642,962,6,642,962,0,0,0,453,451,,,,1286,12
10451303,591,45,1,1,3,3,3,,,200,591,4,642,962,6,642,962,0,0,0,453,451,,,,1286,12
10451304,592,45,2,2,3,3,3,,45131,200,592,1,19347,29020,0,0,0,0,0,0,453,451,,,,426,4
10451305,593,45,2,3,3,3,3,,45131,200,593,5,448,669,0,0,0,0,0,0,453,451,,,,426,4
10451306,594,45,2,4,3,3,3,,45131,200,594,27,642,1286,29,642,1286,30,642,1286,453,451,,,,426,4
10451307,595,45,2,5,3,3,3,,45131,200,595,7,448,669,0,0,0,0,0,0,453,451,,,,426,4
10451308,596,45,2,6,3,3,3,,45131,200,596,13,1,61,0,0,0,0,0,0,453,451,,,,426,4
10451309,597,45,3,7,3,3,3,,45132,200,597,2,1930,2898,0,0,0,0,0,0,453,451,,,,856,8
10451310,598,45,3,8,3,3,3,,45132,200,598,3,1930,2898,0,0,0,0,0,0,453,451,,,,856,8
10451311,599,45,3,7,3,3,3,,45133,200,599,11,1,3,0,0,0,0,0,0,453,451,,,,856,8
10451312,600,45,3,8,3,3,3,,45133,200,600,16,1,22,0,0,0,0,0,0,453,451,,,,856,8
10451313,601,45,3,7,3,3,3,,45134,200,601,9,22,61,0,0,0,0,0,0,453,451,,,,856,8
10451314,602,45,3,8,3,3,3,,45134,200,602,10,22,61,0,0,0,0,0,0,453,451,,,,856,8
10451401,603,45,1,1,4,4,4,,,270,603,4,856,1286,6,856,1286,0,0,0,454,452,,,,1286,12
10451402,604,45,1,1,4,4,4,,,270,604,4,856,1286,6,856,1286,0,0,0,454,452,,,,1286,12
10451403,605,45,1,1,4,4,4,,,270,605,4,856,1286,6,856,1286,0,0,0,454,452,,,,1286,12
10451404,606,45,2,2,4,4,4,,45141,270,606,1,25795,38695,0,0,0,0,0,0,454,452,,,,426,4
10451405,607,45,2,3,4,4,4,,45141,270,607,5,597,897,0,0,0,0,0,0,454,452,,,,426,4
10451406,608,45,2,4,4,4,4,,45141,270,608,27,856,1716,29,856,1716,30,856,1716,454,452,,,,426,4
10451407,609,45,2,5,4,4,4,,45141,270,609,7,597,897,0,0,0,0,0,0,454,452,,,,426,4
10451408,610,45,2,6,4,4,4,,45141,270,610,13,2,79,0,0,0,0,0,0,454,452,,,,426,4
10451409,611,45,3,7,4,4,4,,45142,270,611,2,2575,3867,0,0,0,0,0,0,454,452,,,,856,8
10451410,612,45,3,8,4,4,4,,45142,270,612,3,2575,3867,0,0,0,0,0,0,454,452,,,,856,8
10451411,613,45,3,7,4,4,4,,45143,270,613,11,2,4,0,0,0,0,0,0,454,452,,,,856,8
10451412,614,45,3,8,4,4,4,,45143,270,614,16,2,37,0,0,0,0,0,0,454,452,,,,856,8
10451413,615,45,3,7,4,4,4,,45144,270,615,9,37,79,0,0,0,0,0,0,454,452,,,,856,8
10451414,616,45,3,8,4,4,4,,45144,270,616,10,37,79,0,0,0,0,0,0,454,452,,,,856,8
10451501,617,45,1,1,5,5,5,,,340,617,4,1197,1797,6,1197,1797,0,0,0,455,453,,,,1286,12
10451502,618,45,1,1,5,5,5,,,340,618,4,1197,1797,6,1197,1797,0,0,0,455,453,,,,1286,12
10451503,619,45,1,1,5,5,5,,,340,619,4,1197,1797,6,1197,1797,0,0,0,455,453,,,,1286,12
10451504,620,45,2,2,5,5,5,,45151,340,620,1,36116,54174,0,0,0,0,0,0,455,453,,,,426,4
10451505,621,45,2,3,5,5,5,,45151,340,621,5,838,1256,0,0,0,0,0,0,455,453,,,,426,4
10451506,622,45,2,4,5,5,5,,45151,340,622,27,1197,2404,29,1197,2404,30,1197,2404,455,453,,,,426,4
10451507,623,45,2,5,5,5,5,,45151,340,623,7,838,1256,0,0,0,0,0,0,455,453,,,,426,4
10451508,624,45,2,6,5,5,5,,45151,340,624,13,2,112,0,0,0,0,0,0,455,453,,,,426,4
10451509,625,45,3,7,5,5,5,,45152,340,625,2,3607,5412,0,0,0,0,0,0,455,453,,,,856,8
10451510,626,45,3,8,5,5,5,,45152,340,626,3,3607,5412,0,0,0,0,0,0,455,453,,,,856,8
10451511,627,45,3,7,5,5,5,,45153,340,627,11,2,16,0,0,0,0,0,0,455,453,,,,856,8
10451512,628,45,3,8,5,5,5,,45153,340,628,16,2,52,0,0,0,0,0,0,455,453,,,,856,8
10451513,629,45,3,7,5,5,5,,45154,340,629,9,52,112,0,0,0,0,0,0,455,453,,,,856,8
10451514,630,45,3,8,5,5,5,,45154,340,630,10,52,112,0,0,0,0,0,0,455,453,,,,856,8
10501101,631,50,1,1,1,1,1,,,70,631,4,511,770,6,511,770,0,0,0,,,,,,,
10501102,632,50,1,1,1,1,1,,,70,632,4,511,770,6,511,770,0,0,0,,,,,,,
10501103,633,50,1,1,1,1,1,,,70,633,4,511,770,6,511,770,0,0,0,,,,,,,
10501104,634,50,2,2,1,1,1,,50111,70,634,1,15475,23216,0,0,0,0,0,0,,,,,,,
10501105,635,50,2,3,1,1,1,,50111,70,635,5,355,537,0,0,0,0,0,0,,,,,,,
10501106,636,50,2,4,1,1,1,,50111,70,636,27,511,1027,29,511,1027,30,511,1027,,,,,,,
10501107,637,50,2,5,1,1,1,,50111,70,637,7,355,537,0,0,0,0,0,0,,,,,,,
10501108,638,50,2,6,1,1,1,,50111,70,638,13,1,44,0,0,0,0,0,0,,,,,,,
10501109,639,50,3,7,1,1,1,,50112,70,639,2,1543,2316,0,0,0,0,0,0,,,,,,,
10501110,640,50,3,8,1,1,1,,50112,70,640,3,1543,2316,0,0,0,0,0,0,,,,,,,
10501111,641,50,3,7,1,1,1,,50113,70,641,11,1,2,0,0,0,0,0,0,,,,,,,
10501112,642,50,3,8,1,1,1,,50113,70,642,16,1,19,0,0,0,0,0,0,,,,,,,
10501113,643,50,3,7,1,1,1,,50114,70,643,9,19,44,0,0,0,0,0,0,,,,,,,
10501114,644,50,3,8,1,1,1,,50114,70,644,10,19,44,0,0,0,0,0,0,,,,,,,
10501201,645,50,1,1,2,2,2,,,140,645,4,613,924,6,613,924,0,0,0,502,501,,,,,
10501202,646,50,1,1,2,2,2,,,140,646,4,613,924,6,613,924,0,0,0,502,501,,,,,
10501203,647,50,1,1,2,2,2,,,140,647,4,613,924,6,613,924,0,0,0,502,501,,,,,
10501204,648,50,2,2,2,2,2,,50121,140,648,1,18570,27859,0,0,0,0,0,0,502,501,,,,,
10501205,649,50,2,3,2,2,2,,50121,140,649,5,426,644,0,0,0,0,0,0,502,501,,,,,
10501206,650,50,2,4,2,2,2,,50121,140,650,27,613,1232,29,613,1232,30,613,1232,502,501,,,,,
10501207,651,50,2,5,2,2,2,,50121,140,651,7,426,644,0,0,0,0,0,0,502,501,,,,,
10501208,652,50,2,6,2,2,2,,50121,140,652,13,1,52,0,0,0,0,0,0,502,501,,,,,
10501209,653,50,3,7,2,2,2,,50122,140,653,2,1851,2779,0,0,0,0,0,0,502,501,,,,,
10501210,654,50,3,8,2,2,2,,50122,140,654,3,1851,2779,0,0,0,0,0,0,502,501,,,,,
10501211,655,50,3,7,2,2,2,,50123,140,655,11,1,2,0,0,0,0,0,0,502,501,,,,,
10501212,656,50,3,8,2,2,2,,50123,140,656,16,1,22,0,0,0,0,0,0,502,501,,,,,
10501213,657,50,3,7,2,2,2,,50124,140,657,9,22,52,0,0,0,0,0,0,502,501,,,,,
10501214,658,50,3,8,2,2,2,,50124,140,658,10,22,52,0,0,0,0,0,0,502,501,,,,,
10501301,659,50,1,1,3,3,3,,,210,659,4,770,1154,6,770,1154,0,0,0,503,501,,,,1543,15
10501302,660,50,1,1,3,3,3,,,210,660,4,770,1154,6,770,1154,0,0,0,503,501,,,,1543,15
10501303,661,50,1,1,3,3,3,,,210,661,4,770,1154,6,770,1154,0,0,0,503,501,,,,1543,15
10501304,662,50,2,2,3,3,3,,50131,210,662,1,23216,34824,0,0,0,0,0,0,503,501,,,,511,5
10501305,663,50,2,3,3,3,3,,50131,210,663,5,537,802,0,0,0,0,0,0,503,501,,,,511,5
10501306,664,50,2,4,3,3,3,,50131,210,664,27,770,1543,29,770,1543,30,770,1543,503,501,,,,511,5
10501307,665,50,2,5,3,3,3,,50131,210,665,7,537,802,0,0,0,0,0,0,503,501,,,,511,5
10501308,666,50,2,6,3,3,3,,50131,210,666,13,1,73,0,0,0,0,0,0,503,501,,,,511,5
10501309,667,50,3,7,3,3,3,,50132,210,667,2,2316,3477,0,0,0,0,0,0,503,501,,,,1027,10
10501310,668,50,3,8,3,3,3,,50132,210,668,3,2316,3477,0,0,0,0,0,0,503,501,,,,1027,10
10501311,669,50,3,7,3,3,3,,50133,210,669,11,1,3,0,0,0,0,0,0,503,501,,,,1027,10
10501312,670,50,3,8,3,3,3,,50133,210,670,16,1,26,0,0,0,0,0,0,503,501,,,,1027,10
10501313,671,50,3,7,3,3,3,,50134,210,671,9,26,73,0,0,0,0,0,0,503,501,,,,1027,10
10501314,672,50,3,8,3,3,3,,50134,210,672,10,26,73,0,0,0,0,0,0,503,501,,,,1027,10
10501401,673,50,1,1,4,4,4,,,280,673,4,1027,1543,6,1027,1543,0,0,0,504,502,,,,1543,15
10501402,674,50,1,1,4,4,4,,,280,674,4,1027,1543,6,1027,1543,0,0,0,504,502,,,,1543,15
10501403,675,50,1,1,4,4,4,,,280,675,4,1027,1543,6,1027,1543,0,0,0,504,502,,,,1543,15
10501404,676,50,2,2,4,4,4,,50141,280,676,1,30954,46434,0,0,0,0,0,0,504,502,,,,511,5
10501405,677,50,2,3,4,4,4,,50141,280,677,5,716,1076,0,0,0,0,0,0,504,502,,,,511,5
10501406,678,50,2,4,4,4,4,,50141,280,678,27,1027,2059,29,1027,2059,30,1027,2059,504,502,,,,511,5
10501407,679,50,2,5,4,4,4,,50141,280,679,7,716,1076,0,0,0,0,0,0,504,502,,,,511,5
10501408,680,50,2,6,4,4,4,,50141,280,680,13,2,94,0,0,0,0,0,0,504,502,,,,511,5
10501409,681,50,3,7,4,4,4,,50142,280,681,2,3090,4640,0,0,0,0,0,0,504,502,,,,1027,10
10501410,682,50,3,8,4,4,4,,50142,280,682,3,3090,4640,0,0,0,0,0,0,504,502,,,,1027,10
10501411,683,50,3,7,4,4,4,,50143,280,683,11,2,4,0,0,0,0,0,0,504,502,,,,1027,10
10501412,684,50,3,8,4,4,4,,50143,280,684,16,2,44,0,0,0,0,0,0,504,502,,,,1027,10
10501413,685,50,3,7,4,4,4,,50144,280,685,9,44,94,0,0,0,0,0,0,504,502,,,,1027,10
10501414,686,50,3,8,4,4,4,,50144,280,686,10,44,94,0,0,0,0,0,0,504,502,,,,1027,10
10501501,687,50,1,1,5,5,5,,,350,687,4,1436,2156,6,1436,2156,0,0,0,505,503,,,,1543,15
10501502,688,50,1,1,5,5,5,,,350,688,4,1436,2156,6,1436,2156,0,0,0,505,503,,,,1543,15
10501503,689,50,1,1,5,5,5,,,350,689,4,1436,2156,6,1436,2156,0,0,0,505,503,,,,1543,15
10501504,690,50,2,2,5,5,5,,50151,350,690,1,43339,65008,0,0,0,0,0,0,505,503,,,,511,5
10501505,691,50,2,3,5,5,5,,50151,350,691,5,1005,1507,0,0,0,0,0,0,505,503,,,,511,5
10501506,692,50,2,4,5,5,5,,50151,350,692,27,1436,2884,29,1436,2884,30,1436,2884,505,503,,,,511,5
10501507,693,50,2,5,5,5,5,,50151,350,693,7,1005,1507,0,0,0,0,0,0,505,503,,,,511,5
10501508,694,50,2,6,5,5,5,,50151,350,694,13,2,134,0,0,0,0,0,0,505,503,,,,511,5
10501509,695,50,3,7,5,5,5,,50152,350,695,2,4328,6494,0,0,0,0,0,0,505,503,,,,1027,10
10501510,696,50,3,8,5,5,5,,50152,350,696,3,4328,6494,0,0,0,0,0,0,505,503,,,,1027,10
10501511,697,50,3,7,5,5,5,,50153,350,697,11,2,19,0,0,0,0,0,0,505,503,,,,1027,10
10501512,698,50,3,8,5,5,5,,50153,350,698,16,2,62,0,0,0,0,0,0,505,503,,,,1027,10
10501513,699,50,3,7,5,5,5,,50154,350,699,9,62,134,0,0,0,0,0,0,505,503,,,,1027,10
10501514,700,50,3,8,5,5,5,,50154,350,700,10,62,134,0,0,0,0,0,0,505,503,,,,1027,10
10551101,701,55,1,1,1,1,1,,,70,701,4,613,924,6,613,924,0,0,0,,,,,,,
10551102,702,55,1,1,1,1,1,,,70,702,4,613,924,6,613,924,0,0,0,,,,,,,
10551103,703,55,1,1,1,1,1,,,70,703,4,613,924,6,613,924,0,0,0,,,,,,,
10551104,704,55,2,2,1,1,1,,55111,70,704,1,18570,27859,0,0,0,0,0,0,,,,,,,
10551105,705,55,2,3,1,1,1,,55111,70,705,5,426,644,0,0,0,0,0,0,,,,,,,
10551106,706,55,2,4,1,1,1,,55111,70,706,27,613,1232,29,613,1232,30,613,1232,,,,,,,
10551107,707,55,2,5,1,1,1,,55111,70,707,7,426,644,0,0,0,0,0,0,,,,,,,
10551108,708,55,2,6,1,1,1,,55111,70,708,13,1,52,0,0,0,0,0,0,,,,,,,
10551109,709,55,3,7,1,1,1,,55112,70,709,2,1851,2779,0,0,0,0,0,0,,,,,,,
10551110,710,55,3,8,1,1,1,,55112,70,710,3,1851,2779,0,0,0,0,0,0,,,,,,,
10551111,711,55,3,7,1,1,1,,55113,70,711,11,1,2,0,0,0,0,0,0,,,,,,,
10551112,712,55,3,8,1,1,1,,55113,70,712,16,1,22,0,0,0,0,0,0,,,,,,,
10551113,713,55,3,7,1,1,1,,55114,70,713,9,22,52,0,0,0,0,0,0,,,,,,,
10551114,714,55,3,8,1,1,1,,55114,70,714,10,22,52,0,0,0,0,0,0,,,,,,,
10551201,715,55,1,1,2,2,2,,,150,715,4,735,1108,6,735,1108,0,0,0,552,551,,,,,
10551202,716,55,1,1,2,2,2,,,150,716,4,735,1108,6,735,1108,0,0,0,552,551,,,,,
10551203,717,55,1,1,2,2,2,,,150,717,4,735,1108,6,735,1108,0,0,0,552,551,,,,,
10551204,718,55,2,2,2,2,2,,55121,150,718,1,22284,33430,0,0,0,0,0,0,552,551,,,,,
10551205,719,55,2,3,2,2,2,,55121,150,719,5,511,772,0,0,0,0,0,0,552,551,,,,,
10551206,720,55,2,4,2,2,2,,55121,150,720,27,735,1478,29,735,1478,30,735,1478,552,551,,,,,
10551207,721,55,2,5,2,2,2,,55121,150,721,7,511,772,0,0,0,0,0,0,552,551,,,,,
10551208,722,55,2,6,2,2,2,,55121,150,722,13,1,62,0,0,0,0,0,0,552,551,,,,,
10551209,723,55,3,7,2,2,2,,55122,150,723,2,2221,3334,0,0,0,0,0,0,552,551,,,,,
10551210,724,55,3,8,2,2,2,,55122,150,724,3,2221,3334,0,0,0,0,0,0,552,551,,,,,
10551211,725,55,3,7,2,2,2,,55123,150,725,11,1,2,0,0,0,0,0,0,552,551,,,,,
10551212,726,55,3,8,2,2,2,,55123,150,726,16,1,26,0,0,0,0,0,0,552,551,,,,,
10551213,727,55,3,7,2,2,2,,55124,150,727,9,26,62,0,0,0,0,0,0,552,551,,,,,
10551214,728,55,3,8,2,2,2,,55124,150,728,10,26,62,0,0,0,0,0,0,552,551,,,,,
10551301,729,55,1,1,3,3,3,,,220,729,4,924,1384,6,924,1384,0,0,0,553,551,,,,1851,18
10551302,730,55,1,1,3,3,3,,,220,730,4,924,1384,6,924,1384,0,0,0,553,551,,,,1851,18
10551303,731,55,1,1,3,3,3,,,220,731,4,924,1384,6,924,1384,0,0,0,553,551,,,,1851,18
10551304,732,55,2,2,3,3,3,,55131,220,732,1,27859,41788,0,0,0,0,0,0,553,551,,,,613,6
10551305,733,55,2,3,3,3,3,,55131,220,733,5,644,962,0,0,0,0,0,0,553,551,,,,613,6
10551306,734,55,2,4,3,3,3,,55131,220,734,27,924,1851,29,924,1851,30,924,1851,553,551,,,,613,6
10551307,735,55,2,5,3,3,3,,55131,220,735,7,644,962,0,0,0,0,0,0,553,551,,,,613,6
10551308,736,55,2,6,3,3,3,,55131,220,736,13,1,87,0,0,0,0,0,0,553,551,,,,613,6
10551309,737,55,3,7,3,3,3,,55132,220,737,2,2779,4172,0,0,0,0,0,0,553,551,,,,1232,12
10551310,738,55,3,8,3,3,3,,55132,220,738,3,2779,4172,0,0,0,0,0,0,553,551,,,,1232,12
10551311,739,55,3,7,3,3,3,,55133,220,739,11,1,3,0,0,0,0,0,0,553,551,,,,1232,12
10551312,740,55,3,8,3,3,3,,55133,220,740,16,1,31,0,0,0,0,0,0,553,551,,,,1232,12
10551313,741,55,3,7,3,3,3,,55134,220,741,9,31,87,0,0,0,0,0,0,553,551,,,,1232,12
10551314,742,55,3,8,3,3,3,,55134,220,742,10,31,87,0,0,0,0,0,0,553,551,,,,1232,12
10551401,743,55,1,1,4,4,4,,,300,743,4,1232,1851,6,1232,1851,0,0,0,554,552,,,,1851,18
10551402,744,55,1,1,4,4,4,,,300,744,4,1232,1851,6,1232,1851,0,0,0,554,552,,,,1851,18
10551403,745,55,1,1,4,4,4,,,300,745,4,1232,1851,6,1232,1851,0,0,0,554,552,,,,1851,18
10551404,746,55,2,2,4,4,4,,55141,300,746,1,37144,55720,0,0,0,0,0,0,554,552,,,,613,6
10551405,747,55,2,3,4,4,4,,55141,300,747,5,859,1291,0,0,0,0,0,0,554,552,,,,613,6
10551406,748,55,2,4,4,4,4,,55141,300,748,27,1232,2470,29,1232,2470,30,1232,2470,554,552,,,,613,6
10551407,749,55,2,5,4,4,4,,55141,300,749,7,859,1291,0,0,0,0,0,0,554,552,,,,613,6
10551408,750,55,2,6,4,4,4,,55141,300,750,13,2,112,0,0,0,0,0,0,554,552,,,,613,6
10551409,751,55,3,7,4,4,4,,55142,300,751,2,3708,5568,0,0,0,0,0,0,554,552,,,,1232,12
10551410,752,55,3,8,4,4,4,,55142,300,752,3,3708,5568,0,0,0,0,0,0,554,552,,,,1232,12
10551411,753,55,3,7,4,4,4,,55143,300,753,11,2,4,0,0,0,0,0,0,554,552,,,,1232,12
10551412,754,55,3,8,4,4,4,,55143,300,754,16,2,52,0,0,0,0,0,0,554,552,,,,1232,12
10551413,755,55,3,7,4,4,4,,55144,300,755,9,52,112,0,0,0,0,0,0,554,552,,,,1232,12
10551414,756,55,3,8,4,4,4,,55144,300,756,10,52,112,0,0,0,0,0,0,554,552,,,,1232,12
10551501,757,55,1,1,5,5,5,,,370,757,4,1723,2587,6,1723,2587,0,0,0,555,553,,,,1851,18
10551502,758,55,1,1,5,5,5,,,370,758,4,1723,2587,6,1723,2587,0,0,0,555,553,,,,1851,18
10551503,759,55,1,1,5,5,5,,,370,759,4,1723,2587,6,1723,2587,0,0,0,555,553,,,,1851,18
10551504,760,55,2,2,5,5,5,,55151,370,760,1,52006,78009,0,0,0,0,0,0,555,553,,,,613,6
10551505,761,55,2,3,5,5,5,,55151,370,761,5,1206,1808,0,0,0,0,0,0,555,553,,,,613,6
10551506,762,55,2,4,5,5,5,,55151,370,762,27,1723,3460,29,1723,3460,30,1723,3460,555,553,,,,613,6
10551507,763,55,2,5,5,5,5,,55151,370,763,7,1206,1808,0,0,0,0,0,0,555,553,,,,613,6
