stageId,chapterId,name,desc,type,sceneID,sceneUI,sceneConfig,finShowList,point,capacity,stageStepCount,strengthCost,challengetimesLimit,startLimit1,startLimit2,startLimit3,startLimit4,startLimit5,bossShow,StarRequire1,StarRequire2,StarRequire3,awardGold,awardExp,awardOther,awardID,firstAwardID,awardCardID,awardShow,awardCardShow,monsterAward,firstAwardShow,threat,limittime1,limittime2,bgmusic,stageTarget
11303,113,第十三章 第3关,数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11303-3840,,200;200,13800,1,5,50,1;61,,,,,#monster0039_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,420,420,,1130301,1130302,,"(9,1001);(9,1002);(6,1)",,,"(9,1001,1)",0,0,300,102,6
11304,113,第十三章 第4关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11304-3840,11305,397;207,13900,3,0,50,1;62,,,,,#monster0040_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,121,121,,1130401,1130402,,"(11,1);(11,6001);(11,6002)",,,"(11,6002,10)",0,0,300,101,2
11305,113,第十三章 第5关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11305-3840,11306;11307,455;309,14000,3,0,50,1;62,,,,,#monster0041_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,122,122,,1130501,1130502,,"(11,1);(11,6001);(11,6002)",,,"(11,1,10)",0,0,300,102,1
11306,113,第十三章 第6关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11306-3840,,612;234,14100,2,5,50,1;62,,,,,#monster0042_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,430,430,,1130601,1130602,,"(9,1001);(9,1002);(6,1)",,,"(9,1002,1)",0,0,300,101,2
11307,113,第十三章 第7关,数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11307-3840,11308,487;440,14200,3,0,50,1;63,,,,,#monster0045_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,124,124,,1130701,1130702,,"(11,1);(11,6001);(11,6002)",,,"(11,6001,10)",0,0,300,102,1
11308,113,第十三章 第8关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11308-3840,11309;11310,632;456,14300,30,0,50,1;63,,,,,#monster0046_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,125,125,,1130801,1130802,,"(11,1);(11,6001);(11,6002)",,,"(11,6002,10)",0,0,300,101,3
11309,113,第十三章 第9关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11309-3840,,784;442,14400,1,5,50,1;64,,,,,#monster0047_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,441,441,,1130901,1130902,,"(9,1001);(9,1002);(6,1)",,,"(9,1003,1)",0,0,300,102,6
11310,113,第十三章 第10关,数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11310-3840,11311,808;313,14500,3,0,50,1;64,,,,,#monster0048_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,127,127,,1131001,1131002,,"(11,1);(11,6001);(11,6002)",,,"(11,6001,10)",0,0,300,101,2
11311,113,第十三章 第11关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11311-3840,11312;11401,935;248,14600,3,0,50,1;65,,,,,#monster0049_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,128,128,,1131101,1131102,,"(11,1);(11,6001);(11,6002)",,,"(11,6002,10)",0,0,300,102,1
11312,113,第十三章 第12关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11312-3840,,756;157,14700,2,5,50,1;65,,,,,#monster0050_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,451,451,,1131201,1131202,,"(9,1001);(9,1002);(6,1)",,,"(9,1004,1)",0,0,300,101,2
11401,114,第十四章 第1关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11401-3840,11402,212;422,14800,3,0,50,1;65,,,,,#monster0051_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,130,130,,1140101,1140102,,"(11,1);(11,6001);(11,6002)",,,"(11,1,10)",0,0,300,102,1
11402,114,第十四章 第2关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11402-3840,11403;11404,297;317,14900,20,0,50,1;66,,,,,#monster0052_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,131,131,,1140201,1140202,,"(11,1);(11,6001);(11,6002)",,,"(11,6001,10)",0,0,300,101,3
11403,114,第十四章 第3关,数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11403-3840,,200;200,15000,1,5,50,1;66,,,,,#monster0053_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,462,462,,1140301,1140302,,"(9,1001);(9,1002);(6,1)",,,"(9,1005,1)",0,0,300,102,6
11404,114,第十四章 第4关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11404-3840,11405,397;207,15100,3,0,50,1;67,,,,,#monster0056_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,133,133,,1140401,1140402,,"(11,1);(11,6001);(11,6002)",,,"(11,6002,10)",0,0,300,101,2
11405,114,第十四章 第5关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11405-3840,11406;11407,455;309,15200,3,0,50,1;67,,,,,#monster0057_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,134,134,,1140501,1140502,,"(11,1);(11,6001);(11,6002)",,,"(11,1,10)",0,0,300,102,1
11406,114,第十四章 第6关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11406-3840,,612;234,15300,2,5,50,1;67,,,,,#monster0058_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,472,472,,1140601,1140602,,"(9,1001);(9,1002);(6,1)",,,"(9,1006,1)",0,0,300,101,2
11407,114,第十四章 第7关,数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11407-3840,11408,487;440,15400,3,0,50,1;68,,,,,#monster0001_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,136,136,,1140701,1140702,,"(11,1);(11,6001);(11,6002)",,,"(11,6001,10)",0,0,300,102,1
11408,114,第十四章 第8关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11408-3840,11409;11410,632;456,15500,30,0,50,1;68,,,,,#monster0002_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,137,137,,1140801,1140802,,"(11,1);(11,6001);(11,6002)",,,"(11,6002,10)",0,0,300,101,3
11409,114,第十四章 第9关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11409-3840,,784;442,15600,1,5,50,1;69,,,,,#monster0003_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,483,483,,1140901,1140902,,"(9,1001);(9,1002);(6,1)",,,"(9,1007,1)",0,0,300,102,6
11410,114,第十四章 第10关,数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11410-3840,11411,808;313,15700,3,0,50,1;69,,,,,#monster0004_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,139,139,,1141001,1141002,,"(11,1);(11,6001);(11,6002)",,,"(11,6001,10)",0,0,300,101,2
11411,114,第十四章 第11关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11411-3840,11412;11501,935;248,15800,3,0,50,1;70,,,,,#monster0005_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,140,140,,1141101,1141102,,"(11,1);(11,6001);(11,6002)",,,"(11,6002,10)",0,0,300,102,1
11412,114,第十四章 第12关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11412-3840,,756;157,15900,2,5,50,1;70,,,,,#monster0006_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,493,493,,1141201,1141202,,"(9,1001);(9,1002);(6,1)",,,"(9,1008,1)",0,0,300,101,2
11501,115,第十五章 第1关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11501-3840,11502,212;422,16000,3,0,50,1;70,,,,,#monster0008_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,142,142,,1150101,1150102,,"(11,1);(11,7001);(11,7002)",,,"(11,1,10)",0,0,300,102,1
11502,115,第十五章 第2关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11502-3840,11503;11504,297;317,16100,20,0,50,1;71,,,,,#monster0009_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,143,143,,1150201,1150202,,"(11,1);(11,7001);(11,7002)",,,"(11,7001,10)",0,0,300,101,3
11503,115,第十五章 第3关,数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11503-3840,,200;200,16200,1,5,50,1;71,,,,,#monster0010_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,504,504,,1150301,1150302,,"(9,1001);(9,1002);(6,1)",,,"(9,1001,1)",0,0,300,102,6
11504,115,第十五章 第4关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11504-3840,11505,397;207,16300,3,0,50,1;72,,,,,#monster0011_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,145,145,,1150401,1150402,,"(11,1);(11,7001);(11,7002)",,,"(11,7002,10)",0,0,300,101,2
11505,115,第十五章 第5关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11505-3840,11506;11507,455;309,16400,3,0,50,1;72,,,,,#monster0013_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,146,146,,1150501,1150502,,"(11,1);(11,7001);(11,7002)",,,"(11,1,10)",0,0,300,102,1
11506,115,第十五章 第6关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11506-3840,,612;234,16500,2,5,50,1;72,,,,,#monster0014_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,514,514,,1150601,1150602,,"(9,1001);(9,1002);(6,1)",,,"(9,1002,1)",0,0,300,101,2
11507,115,第十五章 第7关,数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11507-3840,11508,487;440,16600,3,0,50,1;73,,,,,#monster0016_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,148,148,,1150701,1150702,,"(11,1);(11,7001);(11,7002)",,,"(11,7001,10)",0,0,300,102,1
11508,115,第十五章 第8关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11508-3840,11509;11510,632;456,16700,30,0,50,1;73,,,,,#monster0017_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,149,149,,1150801,1150802,,"(11,1);(11,7001);(11,7002)",,,"(11,7002,10)",0,0,300,101,3
11509,115,第十五章 第9关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11509-3840,,784;442,16800,1,5,50,1;74,,,,,#monster0018_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,525,525,,1150901,1150902,,"(9,1001);(9,1002);(6,1)",,,"(9,1003,1)",0,0,300,102,6
11510,115,第十五章 第10关,数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11510-3840,11511,808;313,16900,3,0,50,1;74,,,,,#monster0019_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,151,151,,1151001,1151002,,"(11,1);(11,7001);(11,7002)",,,"(11,7001,10)",0,0,300,101,2
11511,115,第十五章 第11关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11511-3840,11512;11601,935;248,17000,3,0,50,1;75,,,,,#monster0020_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,152,152,,1151101,1151102,,"(11,1);(11,7001);(11,7002)",,,"(11,7002,10)",0,0,300,102,1
11512,115,第十五章 第12关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11512-3840,,756;157,17100,2,5,50,1;75,,,,,#monster0021_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,535,535,,1151201,1151202,,"(9,1001);(9,1002);(6,1)",,,"(9,1004,1)",0,0,300,101,2
11601,116,第十六章 第1关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11601-3840,11602,212;422,17200,3,0,50,1;75,,,,,#monster0022_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,154,154,,1160101,1160102,,"(11,1);(11,7001);(11,7002)",,,"(11,1,10)",0,0,300,102,1
11602,116,第十六章 第2关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11602-3840,11603;11604,297;317,17300,20,0,50,1;76,,,,,#monster0023_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,155,155,,1160201,1160202,,"(11,1);(11,7001);(11,7002)",,,"(11,7001,10)",0,0,300,101,3
11603,116,第十六章 第3关,数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11603-3840,,200;200,17400,1,5,50,1;76,,,,,#monster0024_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,546,546,,1160301,1160302,,"(9,1001);(9,1002);(6,1)",,,"(9,1005,1)",0,0,300,102,6
11604,116,第十六章 第4关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11604-3840,11605,397;207,17500,3,0,50,1;77,,,,,#monster0025_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,157,157,,1160401,1160402,,"(11,1);(11,7001);(11,7002)",,,"(11,7002,10)",0,0,300,101,2
11605,116,第十六章 第5关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11605-3840,11606;11607,455;309,17600,3,0,50,1;77,,,,,#monster0026_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,158,158,,1160501,1160502,,"(11,1);(11,7001);(11,7002)",,,"(11,1,10)",0,0,300,102,1
11606,116,第十六章 第6关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11606-3840,,612;234,17700,2,5,50,1;77,,,,,#monster0027_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,556,556,,1160601,1160602,,"(9,1001);(9,1002);(6,1)",,,"(9,1006,1)",0,0,300,101,2
11607,116,第十六章 第7关,数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11607-3840,11608,487;440,17800,3,0,50,1;78,,,,,#monster0028_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,160,160,,1160701,1160702,,"(11,1);(11,7001);(11,7002)",,,"(11,7001,10)",0,0,300,102,1
11608,116,第十六章 第8关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11608-3840,11609;11610,632;456,17900,30,0,50,1;78,,,,,#monster0029_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,161,161,,1160801,1160802,,"(11,1);(11,7001);(11,7002)",,,"(11,7002,10)",0,0,300,101,3
11609,116,第十六章 第9关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11609-3840,,784;442,18000,1,5,50,1;79,,,,,#monster0030_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,567,567,,1160901,1160902,,"(9,1001);(9,1002);(6,1)",,,"(9,1007,1)",0,0,300,102,6
11610,116,第十六章 第10关,数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11610-3840,11611,808;313,18100,3,0,50,1;79,,,,,#monster0031_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,163,163,,1161001,1161002,,"(11,1);(11,7001);(11,7002)",,,"(11,7001,10)",0,0,300,101,2
11611,116,第十六章 第11关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11611-3840,11612;11701,935;248,18200,3,0,50,1;80,,,,,#monster0032_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,164,164,,1161101,1161102,,"(11,1);(11,7001);(11,7002)",,,"(11,7002,10)",0,0,300,102,1
11612,116,第十六章 第12关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11612-3840,,756;157,18300,2,5,50,1;80,,,,,#monster0033_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,577,577,,1161201,1161202,,"(9,1001);(9,1002);(6,1)",,,"(9,1008,1)",0,0,300,101,2
11701,117,第十七章 第1关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11701-3840,11702,212;422,18400,3,0,50,1;80,,,,,#monster0034_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,166,166,,1170101,1170102,,"(11,1);(11,8001);(11,8002)",,,"(11,1,10)",0,0,300,102,1
11702,117,第十七章 第2关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11702-3840,11703;11704,297;317,18500,20,0,50,1;81,,,,,#monster0035_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,167,167,,1170201,1170202,,"(11,1);(11,8001);(11,8002)",,,"(11,7001,10)",0,0,300,101,3
11703,117,第十七章 第3关,数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11703-3840,,200;200,18600,1,5,50,1;81,,,,,#monster0036_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,588,588,,1170301,1170302,,"(9,1001);(9,1002);(6,1)",,,"(9,1001,1)",0,0,300,102,6
11704,117,第十七章 第4关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11704-3840,11705,397;207,18700,3,0,50,1;82,,,,,#monster0037_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,169,169,,1170401,1170402,,"(11,1);(11,8001);(11,8002)",,,"(11,7002,10)",0,0,300,101,2
11705,117,第十七章 第5关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11705-3840,11706;11707,455;309,18800,3,0,50,1;82,,,,,#monster0038_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,170,170,,1170501,1170502,,"(11,1);(11,8001);(11,8002)",,,"(11,1,10)",0,0,300,102,1
11706,117,第十七章 第6关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11706-3840,,612;234,18900,2,5,50,1;82,,,,,#monster0039_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,598,598,,1170601,1170602,,"(9,1001);(9,1002);(6,1)",,,"(9,1002,1)",0,0,300,101,2
11707,117,第十七章 第7关,数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11707-3840,11708,487;440,19000,3,0,50,1;83,,,,,#monster0040_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,172,172,,1170701,1170702,,"(11,1);(11,8001);(11,8002)",,,"(11,7001,10)",0,0,300,102,1
11708,117,第十七章 第8关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11708-3840,11709;11710,632;456,19100,30,0,50,1;83,,,,,#monster0041_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,173,173,,1170801,1170802,,"(11,1);(11,8001);(11,8002)",,,"(11,7002,10)",0,0,300,101,3
11709,117,第十七章 第9关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11709-3840,,784;442,19200,1,5,50,1;84,,,,,#monster0042_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,609,609,,1170901,1170902,,"(9,1001);(9,1002);(6,1)",,,"(9,1003,1)",0,0,300,102,6
11710,117,第十七章 第10关,数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11710-3840,11711,808;313,19300,3,0,50,1;84,,,,,#monster0045_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,175,175,,1171001,1171002,,"(11,1);(11,8001);(11,8002)",,,"(11,7001,10)",0,0,300,101,2
11711,117,第十七章 第11关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11711-3840,11712;11801,935;248,19400,3,0,50,1;85,,,,,#monster0046_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,176,176,,1171101,1171102,,"(11,1);(11,8001);(11,8002)",,,"(11,7002,10)",0,0,300,102,1
11712,117,第十七章 第12关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11712-3840,,756;157,19500,2,5,50,1;85,,,,,#monster0047_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,619,619,,1171201,1171202,,"(9,1001);(9,1002);(6,1)",,,"(9,1004,1)",0,0,300,101,2
11801,118,第十八章 第1关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11801-3840,11802,212;422,19600,3,0,50,1;85,,,,,#monster0048_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,178,178,,1180101,1180102,,"(11,1);(11,8001);(11,8002)",,,"(11,1,10)",0,0,300,102,1
11802,118,第十八章 第2关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11802-3840,11803;11804,297;317,19700,20,0,50,1;86,,,,,#monster0049_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,179,179,,1180201,1180202,,"(11,1);(11,8001);(11,8002)",,,"(11,7001,10)",0,0,300,101,3
11803,118,第十八章 第3关,数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11803-3840,,200;200,19800,1,5,50,1;86,,,,,#monster0050_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,630,630,,1180301,1180302,,"(9,1001);(9,1002);(6,1)",,,"(9,1005,1)",0,0,300,102,6
11804,118,第十八章 第4关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11804-3840,11805,397;207,19900,3,0,50,1;87,,,,,#monster0051_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,181,181,,1180401,1180402,,"(11,1);(11,8001);(11,8002)",,,"(11,7002,10)",0,0,300,101,2
11805,118,第十八章 第5关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11805-3840,11806;11807,455;309,20000,3,0,50,1;87,,,,,#monster0052_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,182,182,,1180501,1180502,,"(11,1);(11,8001);(11,8002)",,,"(11,1,10)",0,0,300,102,1
11806,118,第十八章 第6关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11806-3840,,612;234,20100,2,5,50,1;87,,,,,#monster0053_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,640,640,,1180601,1180602,,"(9,1001);(9,1002);(6,1)",,,"(9,1006,1)",0,0,300,101,2
11807,118,第十八章 第7关,数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11807-3840,11808,487;440,20200,3,0,50,1;88,,,,,#monster0056_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,184,184,,1180701,1180702,,"(11,1);(11,8001);(11,8002)",,,"(11,7001,10)",0,0,300,102,1
11808,118,第十八章 第8关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11808-3840,11809;11810,632;456,20300,30,0,50,1;88,,,,,#monster0057_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,185,185,,1180801,1180802,,"(11,1);(11,8001);(11,8002)",,,"(11,7002,10)",0,0,300,101,3
11809,118,第十八章 第9关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11809-3840,,784;442,20400,1,5,50,1;89,,,,,#monster0058_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,651,651,,1180901,1180902,,"(9,1001);(9,1002);(6,1)",,,"(9,1007,1)",0,0,300,102,6
11810,118,第十八章 第10关,数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11810-3840,11811,808;313,20500,3,0,50,1;89,,,,,#monster0001_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,187,187,,1181001,1181002,,"(11,1);(11,8001);(11,8002)",,,"(11,7001,10)",0,0,300,101,2
11811,118,第十八章 第11关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11811-3840,11812;11901,935;248,20600,3,0,50,1;90,,,,,#monster0002_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,188,188,,1181101,1181102,,"(11,1);(11,8001);(11,8002)",,,"(11,7002,10)",0,0,300,102,1
11812,118,第十八章 第12关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11812-3840,,756;157,20700,2,5,50,1;90,,,,,#monster0003_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,661,661,,1181201,1181202,,"(9,1001);(9,1002);(6,1)",,,"(9,1008,1)",0,0,300,101,2
